timestamp,speaker,words,tags
00:55:04,Harold B. Hazelhurst,You say that was sung on the hard road camp?,Harold B. Hazelhurst
00:00:02,Harold B. Hazelhurst,"Yes, sir.",Harold B. Hazelhurst
00:00:02,Herbert Halpert,What would they sing it for?,Herbert Halpert
00:55:08,Harold B. Hazelhurst,"Well, it was during the day when it was warm weather and the fellows would get kind of jaded and they'd sing that to get themselves aroused again and to get more interested in their work",Harold B. Hazelhurst
00:55:18,Herbert Halpert,What kind of work were they doing?,Herbert Halpert
00:55:20,Harold B. Hazelhurst,"They were driving wheelers, driving mules on graded camp.",Harold B. Hazelhurst
00:55:24,Herbert Halpert,And these were the mule-skinners who were doing the singing? And what do they do? Sing the song while they were [inaudible],Herbert Halpert
00:55:30,Harold B. Hazelhurst,"Sing the song as the mules were going up and down the grade, loading.",Harold B. Hazelhurst
00:55:39,Herbert Halpert,And what is the name of this song?,Herbert Halpert
00:55:40,Harold B. Hazelhurst,The name of this song is 'John Henry',Harold B. Hazelhurst
00:55:42,Herbert Halpert,Now how did you happen to learn it?,Herbert Halpert
00:55:44,Harold B. Hazelhurst,"During the time that I was a water boy, between the age of 15 and 16 on a logging camp railroad. The men during the day would sing this while they were driving spikes.",Harold B. Hazelhurst
00:55:56,Herbert Halpert,"While they were driving spikes. Could you mark off how the hammers would be coming down? Just where they'd be coming, hitting against this.",Herbert Halpert
00:00:02,Harold B. Hazelhurst,Like that.,Harold B. Hazelhurst
00:00:02,Herbert Halpert,"Yeah, that would be good.",Herbert Halpert
00:56:06,Harold B. Hazelhurst,"Well, they'd be double-driving.",Harold B. Hazelhurst
00:56:08,Herbert Halpert,"[Banging] Alright. Can you, You can double-drive as long as you don't double-drive on the microphone. Alright. That's fine. Now, uh, and, This is 'John' -- you were telling me that this 'John Henry' wasn't sung the same way always? I mean, they wouldn't begin --",Herbert Halpert
00:56:20,Harold B. Hazelhurst,"Well, no, they wouldn't begin at the same place all the time. Sometimes they'd begin when he was only six months old or perhaps they would begin by John Henry he had a little woman.",Harold B. Hazelhurst
00:56:32,Herbert Halpert,"Well now tell me, uh, but did they always have the same tune to it?",Herbert Halpert
00:56:35,Harold B. Hazelhurst,"Oh yes, they had the same tune all the time but different wording. You know. They would make up words all the time.",Harold B. Hazelhurst
00:00:56,Songs,Zora Neale Hurston sings 'Mule on the Mount',Zora Neale Hurston
00:10:25,Songs,Zora Neale Hurston sings 'Let the Deal Go Down',Zora Neale Hurston
00:13:47,Songs,Zora Neale Hurston sings 'Uncle Bud',Zora Neale Hurston
00:16:29,Songs,Zora Neale Hurston sings 'Oh the Buford Boat Done Come',Zora Neale Hurston
00:17:57,Songs,Zora Neale Hurston sings 'Cuz Ever Been Down',Zora Neale Hurston
00:20:11,Songs,Zora Neale Hurston sings 'Halimuhfack',Zora Neale Hurston
00:22:20,Songs,Zora Neale Hurston sings 'Tampa',Zora Neale Hurston
00:23:58,Songs,Zora Neale Hurston sings 'Po Boy',Zora Neale Hurston
00:27:03,Songs,Zora Neale Hurston sings 'Mama Don't Want No Peas No Rice',Zora Neale Hurston
00:33:20,Songs,H. W. Stuckey sings,H. W. Stuckey
00:34:18,Songs,H. W. Stuckey sings,H. W. Stuckey
00:35:27,Songs,H. W. Stuckey sings,H. W. Stuckey
00:36:25,Songs,H. W. Stuckey sings,H. W. Stuckey
00:37:25,Songs,H. W. Stuckey sings,H. W. Stuckey
00:38:10,Songs,H. W. Stuckey sings,H. W. Stuckey
00:39:34,Songs,H. W. Stuckey sings,H. W. Stuckey
00:40:11,Songs,H. W. Stuckey sings,H. W. Stuckey
00:41:08,Songs,H. W. Stuckey sings,H. W. Stuckey
00:43:00,Songs,Irene Jackson sings,Irene Jackson
00:44:34,Songs,Irene Jackson sings,Irene Jackson
00:45:18,Songs,Irene Jackson chants,Irene Jackson
00:46:26,Songs,Alabama Singleton sings,Alabama Singleton
00:47:48,Songs,Alabama Singleton sings,Alabama Singleton
00:48:34,Songs,Alabama Singleton sings,Alabama Singleton
00:49:10,Songs,Alabama Singleton sings,Alabama Singleton
00:50:22,Games,Maggie Fulton chants a game,Maggie Fulton
00:51:18,Songs,Maggie Fulton sings a song,Maggie Fulton
00:51:40,Games,Maggie Fulton demonstrates a game,Maggie Fulton
00:52:49,Songs,Harold B. Hazelhurst sings 'The Captain's Mule',Harold B. Hazelhurst
00:53:57,Songs,Harold B. Hazelhurst sings John Henry,Harold B. Hazelhurst
00:04:02,Library of Congress,3137 A1 and 2,Library of Congress
00:08:22,Library of Congress,3137 B1 and 2,Library of Congress
00:12:55,Library of Congress,3138 A1 and 2,Library of Congress
00:17:20,Library of Congress,3138 B1 and 2,Library of Congress
00:21:57,Library of Congress,3139 A1 and 2,Library of Congress
00:26:25,Library of Congress,3139 B1 and 2,Library of Congress
00:28:49,Library of Congress,3140a 1 and 2,Library of Congress
00:32:20,Library of Congress,3140 B1 and 2,Library of Congress
00:36:51,Library of Congress,3141 A1 and 2,Library of Congress
00:40:41,Library of Congress,"3141 B1, 2, and 3",Library of Congress
00:45:06,Library of Congress,"3142 A1, 2, and 3",Library of Congress
00:49:35,Library of Congress,"3142, B1, 2, 3, and 4",Library of Congress
00:53:50,Library of Congress,3143 A1 and 2,Library of Congress
